-5.019076,-11.287841,0
-5.121327,-10.918714,0
-5.223579,-10.549586,0
-5.32583,-10.180459,0
-5.428081,-9.811332,0
-5.530333,-9.442204,0
-5.632584,-9.073077,0
-5.734835,-8.703949,0
-5.837086,-8.334822,0
-5.939338,-7.965695,0
-6.041589,-7.596567,0
-6.14384,-7.22744,0
-6.246092,-6.858312,0
-6.348343,-6.489185,0
-6.450594,-6.120058,0
-6.552846,-5.75093,0
-6.655097,-5.381803,0
-7.025873,-5.477903,0
-7.39665,-5.574003,0
-7.767426,-5.670103,0
-8.138202,-5.766204,0
-8.508979,-5.862304,0
-8.879755,-5.958404,0
-9.250531,-6.054504,0
-9.621308,-6.150605,0
-9.992084,-6.246705,0
-10.362861,-6.342805,0
-10.733637,-6.438905,0
-11.104413,-6.535005,0
-11.47519,-6.631106,0
-11.845966,-6.727206,0
-12.216742,-6.823306,0
-12.32052,-6.456823,0
-12.422771,-6.087696,0
-12.525023,-5.718568,0
-12.627274,-5.349441,0
-12.729525,-4.980314,0
-12.831777,-4.611186,0
-12.934028,-4.242059,0
-13.036279,-3.872931,0
-13.13853,-3.503804,0
-13.240782,-3.134676,0
-13.343033,-2.765549,0
-13.445284,-2.396422,0
-13.547536,-2.027294,0
-13.649787,-1.658167,0
-13.752038,-1.289039,0
-13.854289,-0.919912,0
-13.956541,-0.550785,0
-14.058792,-0.181657,0
-14.161043,0.18747,0
-14.263295,0.556598,0
-14.365546,0.925725,0
-14.467797,1.294852,0
-14.570049,1.66398,0
-14.6723,2.033107,0
-14.774551,2.402235,0
-14.876802,2.771362,0
-14.979054,3.14049,0
-15.081305,3.509617,0
-15.183556,3.878744,0
-14.890961,4.01997,0
-14.520185,4.11607,0
-14.149408,4.21217,0
-13.778632,4.308271,0
-13.407856,4.404371,0
-13.037079,4.500471,0
-12.666303,4.596571,0
-12.295527,4.692672,0
-11.92475,4.788772,0
-11.553974,4.884872,0
-11.183197,4.980972,0
-10.812421,5.077073,0
-10.441645,5.173173,0
-10.070868,5.269273,0
-9.700092,5.365373,0
-9.329316,5.461473,0
-8.958539,5.557574,0
-8.587763,5.653674,0
-8.216986,5.749774,0
-7.84621,5.845874,0
-7.475434,5.941975,0
-7.104657,6.038075,0
-6.733881,6.134175,0
-6.363105,6.230275,0
-5.992328,6.326376,0
-5.621552,6.422476,0
-5.650065,6.749042,0
-5.752316,7.11817,0
-5.854568,7.487297,0
-5.956819,7.856424,0
-6.05907,8.225552,0
-6.161321,8.594679,0
-6.263573,8.963807,0
-6.365824,9.332934,0
-6.468075,9.702061,0
-6.570327,10.071189,0
-6.672578,10.440316,0
-6.774829,10.809444,0
-6.877081,11.178571,0
-6.979332,11.547699,0
-6.956554,11.84466,0
-6.585777,11.94076,0
-6.215001,12.036861,0
-5.844225,12.132961,0
-5.473448,12.229061,0
-5.102672,12.325161,0
-4.731895,12.421261,0
-4.361119,12.517362,0
-3.990343,12.613462,0
-3.619566,12.709562,0
-3.24879,12.805662,0
-2.878014,12.901763,0
-2.507237,12.997863,0
-2.136461,13.093963,0
-1.765684,13.190063,0
-1.394908,13.286164,0
-1.024132,13.382264,0
-0.653355,13.478364,0
-0.282579,13.574464,0
0.088197,13.670564,0
0.458974,13.766665,0
0.82975,13.862765,0
1.200527,13.958865,0
1.571303,14.054965,0
1.942079,14.151066,0
2.312856,14.247166,0
2.683632,14.343266,0
3.054408,14.439366,0
3.425185,14.535467,0
3.795961,14.631567,0
4.098814,14.609988,0
4.201066,14.240861,0
4.303317,13.871733,0
4.405568,13.502606,0
4.50782,13.133478,0
4.610071,12.764351,0
4.712322,12.395224,0
4.814573,12.026096,0
4.916825,11.656969,0
5.019076,11.287841,0
5.121327,10.918714,0
5.223579,10.549586,0
5.32583,10.180459,0
5.428081,9.811332,0
5.530333,9.442204,0
5.632584,9.073077,0
5.734835,8.703949,0
5.837086,8.334822,0
5.939338,7.965695,0
6.041589,7.596567,0
6.14384,7.22744,0
6.246092,6.858312,0
6.348343,6.489185,0
6.450594,6.120058,0
6.552846,5.75093,0
6.655097,5.381803,0
