-15.363732,7.430647,0
-14.979639,7.80218,0
-14.595545,8.173712,0
-14.211452,8.545244,0
-13.827359,8.916777,0
-13.443265,9.288309,0
-13.827359,9.659841,0
-14.211452,10.031374,0
-14.595545,10.402906,0
-14.979639,10.774439,0
-15.363732,11.145971,0
-14.979639,11.517503,0
-14.595545,11.889036,0
-14.211452,12.260568,0
-13.827359,12.6321,0
-13.443265,13.003633,0
-13.059172,13.375165,0
-12.675079,13.746697,0
-12.290986,14.11823,0
-11.906892,14.489762,0
-11.522799,14.861295,0
-11.138706,15.232827,0
-10.754612,15.604359,0
-10.370519,15.975892,0
-9.986426,16.347424,0
-9.602332,16.718956,0
-9.218239,17.090489,0
-8.834146,17.462021,0
-8.450053,17.833554,0
-8.065959,18.205086,0
-7.681866,18.576618,0
-7.297773,18.948151,0
-6.913679,19.319683,0
-6.529586,19.691215,0
-6.145493,20.062748,0
-5.761399,20.43428,0
-5.377306,20.805812,0
-4.993213,21.177345,0
-4.60912,21.548877,0
-4.225026,21.92041,0
-3.840933,22.291942,0
-3.45684,22.663474,0
-3.072746,23.035007,0
-2.688653,23.406539,0
-2.30456,23.778071,0
-1.920466,24.149604,0
-1.536373,24.521136,0
-1.15228,24.892668,0
-0.768187,25.264201,0
-0.384093,25.635733,0
0,26.007266,0
0.384093,25.635733,0
0.768187,25.264201,0
1.15228,24.892668,0
1.536373,24.521136,0
1.920466,24.149604,0
2.30456,23.778071,0
2.688653,23.406539,0
3.072746,23.035007,0
3.45684,22.663474,0
3.840933,22.291942,0
4.225026,21.92041,0
4.60912,21.548877,0
4.993213,21.177345,0
5.377306,20.805812,0
5.761399,20.43428,0
6.145493,20.062748,0
6.529586,19.691215,0
6.913679,19.319683,0
7.297773,18.948151,0
7.681866,18.576618,0
8.065959,18.205086,0
8.450053,17.833554,0
8.834146,17.462021,0
9.218239,17.090489,0
9.602332,16.718956,0
9.986426,16.347424,0
10.370519,15.975892,0
10.754612,15.604359,0
11.138706,15.232827,0
11.522799,14.861295,0
11.906892,14.489762,0
12.290986,14.11823,0
12.675079,13.746697,0
13.059172,13.375165,0
13.443265,13.003633,0
13.827359,12.6321,0
14.211452,12.260568,0
14.595545,11.889036,0
14.979639,11.517503,0
15.363732,11.145971,0
14.979639,10.774439,0
14.595545,10.402906,0
14.211452,10.031374,0
13.827359,9.659841,0
13.443265,9.288309,0
13.827359,8.916777,0
14.211452,8.545244,0
14.595545,8.173712,0
14.979639,7.80218,0
15.363732,7.430647,0
15.747825,7.059115,0
16.131919,6.687583,0
16.516012,6.31605,0
16.900105,5.944518,0
17.284198,5.572985,0
17.668292,5.201453,0
18.052385,4.829921,0
18.436478,4.458388,0
18.820572,4.086856,0
19.204665,3.715324,0
19.588758,3.343791,0
19.972852,2.972259,0
20.356945,2.600727,0
20.741038,2.229194,0
21.125131,1.857662,0
21.509225,1.486129,0
21.893318,1.114597,0
22.277411,0.743065,0
22.661505,0.371532,0
23.045598,0,0
22.661505,-0.371532,0
22.277411,-0.743065,0
21.893318,-1.114597,0
21.509225,-1.486129,0
21.125131,-1.857662,0
20.741038,-2.229194,0
20.356945,-2.600727,0
19.972852,-2.972259,0
19.588758,-3.343791,0
19.204665,-3.715324,0
18.820572,-4.086856,0
18.436478,-4.458388,0
18.052385,-4.829921,0
17.668292,-5.201453,0
17.284198,-5.572985,0
16.900105,-5.944518,0
16.516012,-6.31605,0
16.131919,-6.687583,0
15.747825,-7.059115,0
15.363732,-7.430647,0
14.979639,-7.80218,0
14.595545,-8.173712,0
14.211452,-8.545244,0
13.827359,-8.916777,0
13.443265,-9.288309,0
